Row ID,Order Date,Ship Date,Ship Mode,Customer Name,Segment,City,State,Region,Category,Sub-Category,Cost (US dollar),Quantity,Cost-per-piece,Wait-Duration
203,2014-08-03,2014-08-05,First Class,Bruce Stewart,Consumer,Denver,Colorado,West,Office Supplies,Appliances,2.6,1,2.6,2
204,2017-12-17,2017-12-21,Second Class,Logan Currie,Consumer,Dallas,Texas,Central,Office Supplies,Appliances,66.284,2,33.142,4
205,2017-06-03,2017-06-07,Standard Class,Heather Kirkland,Corporate,Franklin,Tennessee,South,Furniture,Furnishings,35.168,7,5.024,4
206,2017-12-09,2017-12-14,Standard Class,Laurel Elliston,Consumer,Whittier,California,West,Technology,Phones,444.768,4,111.192,5
207,2017-12-01,2017-12-07,Standard Class,Joseph Holt,Consumer,Saginaw,Michigan,Central,Office Supplies,Storage,83.92,4,20.98,6
208,2017-12-01,2017-12-07,Standard Class,Joseph Holt,Consumer,Saginaw,Michigan,Central,Technology,Phones,131.98,2,65.99,6
209,2017-12-01,2017-12-07,Standard Class,Joseph Holt,Consumer,Saginaw,Michigan,Central,Office Supplies,Binders,15.92,4,3.98,6
210,2017-12-01,2017-12-07,Standard Class,Joseph Holt,Consumer,Saginaw,Michigan,Central,Office Supplies,Fasteners,52.29,9,5.81,6
211,2017-12-01,2017-12-07,Standard Class,Joseph Holt,Consumer,Saginaw,Michigan,Central,Office Supplies,Storage,91.99,1,91.99,6
212,2015-02-09,2015-02-13,Second Class,Michael Stewart,Corporate,Dallas,Texas,Central,Technology,Accessories,20.8,2,10.4,4
218,2016-10-28,2016-11-01,Standard Class,Jonathan Howell,Consumer,Los Angeles,California,West,Office Supplies,Storage,93.06,6,15.51,4
219,2016-10-28,2016-11-01,Standard Class,Jonathan Howell,Consumer,Los Angeles,California,West,Technology,Phones,302.376,3,100.792,4
226,2015-08-09,2015-08-16,Standard Class,David Smith,Corporate,Detroit,Michigan,Central,Office Supplies,Art,2.2,1,2.2,7
227,2015-08-09,2015-08-16,Standard Class,David Smith,Corporate,Detroit,Michigan,Central,Furniture,Tables,622.45,5,124.49,7
228,2015-08-09,2015-08-16,Standard Class,David Smith,Corporate,Detroit,Michigan,Central,Office Supplies,Storage,21.98,1,21.98,7
229,2015-02-28,2015-03-04,Standard Class,Valerie Dominguez,Consumer,Columbia,Tennessee,South,Furniture,Chairs,161.568,2,80.784,4
230,2015-02-28,2015-03-04,Standard Class,Valerie Dominguez,Consumer,Columbia,Tennessee,South,Furniture,Chairs,389.696,8,48.712,4
231,2014-09-13,2014-09-17,Standard Class,Erin Ashbrook,Corporate,Charlotte,North Carolina,South,Office Supplies,Binders,18.648,7,2.664,4
232,2017-04-07,2017-04-12,Standard Class,Christopher Schild,Home Office,Tampa,Florida,South,Furniture,Tables,233.86,2,116.93,5
233,2017-04-07,2017-04-12,Standard Class,Christopher Schild,Home Office,Tampa,Florida,South,Furniture,Tables,620.6145,3,206.8715,5
234,2017-04-07,2017-04-12,Standard Class,Christopher Schild,Home Office,Tampa,Florida,South,Office Supplies,Binders,5.328,2,2.664,5
235,2017-04-07,2017-04-12,Standard Class,Christopher Schild,Home Office,Tampa,Florida,South,Furniture,Furnishings,258.072,3,86.024,5
236,2017-04-07,2017-04-12,Standard Class,Christopher Schild,Home Office,Tampa,Florida,South,Technology,Accessories,617.976,3,205.992,5
237,2017-11-12,2017-11-16,Standard Class,David Bremer,Corporate,Santa Clara,California,West,Office Supplies,Paper,10.56,2,5.28,4
238,2016-06-04,2016-06-09,Second Class,Ken Lonsdale,Consumer,Chicago,Illinois,Central,Office Supplies,Paper,25.92,5,5.184,5
239,2016-06-04,2016-06-09,Second Class,Ken Lonsdale,Consumer,Chicago,Illinois,Central,Furniture,Furnishings,419.68,5,83.936,5
240,2016-06-04,2016-06-09,Second Class,Ken Lonsdale,Consumer,Chicago,Illinois,Central,Furniture,Furnishings,11.688,3,3.896,5
241,2016-06-04,2016-06-09,Second Class,Ken Lonsdale,Consumer,Chicago,Illinois,Central,Technology,Phones,31.984,2,15.992,5
242,2016-06-04,2016-06-09,Second Class,Ken Lonsdale,Consumer,Chicago,Illinois,Central,Furniture,Tables,177.225,5,35.445,5
243,2016-06-04,2016-06-09,Second Class,Ken Lonsdale,Consumer,Chicago,Illinois,Central,Furniture,Furnishings,4.044,3,1.348,5
244,2016-06-04,2016-06-09,Second Class,Ken Lonsdale,Consumer,Chicago,Illinois,Central,Office Supplies,Art,7.408,2,3.704,5
245,2014-06-01,2014-06-06,Second Class,Dianna Wilson,Home Office,Lakeville,Minnesota,Central,Furniture,Chairs,2001.86,7,285.98,5
246,2014-06-01,2014-06-06,Second Class,Dianna Wilson,Home Office,Lakeville,Minnesota,Central,Office Supplies,Storage,166.72,2,83.36,5
247,2014-06-01,2014-06-06,Second Class,Dianna Wilson,Home Office,Lakeville,Minnesota,Central,Office Supplies,Paper,47.88,6,7.98,5
248,2014-06-01,2014-06-06,Second Class,Dianna Wilson,Home Office,Lakeville,Minnesota,Central,Office Supplies,Appliances,1503.25,5,300.65,5
249,2014-06-01,2014-06-06,Second Class,Dianna Wilson,Home Office,Lakeville,Minnesota,Central,Office Supplies,Paper,25.92,4,6.48,5
250,2016-12-10,2016-12-15,Second Class,Logan Haushalter,Consumer,San Francisco,California,West,Furniture,Chairs,321.568,2,160.784,5
251,2016-09-11,2016-09-17,Standard Class,Kelly Collister,Consumer,San Diego,California,West,Office Supplies,Paper,7.61,1,7.61,6
252,2016-09-11,2016-09-17,Standard Class,Kelly Collister,Consumer,San Diego,California,West,Technology,Accessories,3347.37,13,257.49,6
253,2016-12-10,2016-12-13,First Class,Delfina Latchford,Consumer,New York City,New York,East,Office Supplies,Storage,80.58,6,13.43,3
254,2016-12-10,2016-12-13,First Class,Delfina Latchford,Consumer,New York City,New York,East,Office Supplies,Envelopes,361.92,4,90.48,3
255,2015-11-28,2015-12-04,Standard Class,Dan Reichenbach,Corporate,Chicago,Illinois,Central,Furniture,Furnishings,12.132,9,1.348,6
256,2015-11-28,2015-12-04,Standard Class,Dan Reichenbach,Corporate,Chicago,Illinois,Central,Office Supplies,Storage,82.368,2,41.184,6
257,2015-11-28,2015-12-04,Standard Class,Dan Reichenbach,Corporate,Chicago,Illinois,Central,Office Supplies,Storage,53.92,5,10.784,6
258,2015-11-28,2015-12-04,Standard Class,Dan Reichenbach,Corporate,Chicago,Illinois,Central,Technology,Phones,647.904,6,107.984,6
259,2017-12-01,2017-12-03,Second Class,Craig Carreira,Consumer,New York City,New York,East,Technology,Accessories,20.37,3,6.79,2
260,2017-12-01,2017-12-03,Second Class,Craig Carreira,Consumer,New York City,New York,East,Office Supplies,Storage,221.55,3,73.85,2
261,2017-12-01,2017-12-03,Second Class,Craig Carreira,Consumer,New York City,New York,East,Office Supplies,Binders,17.52,5,3.504,2
262,2017-06-08,2017-06-12,Standard Class,Dorris liebe,Corporate,Pasadena,Texas,Central,Office Supplies,Appliances,1.624,2,0.812,4
263,2014-09-19,2014-09-21,Second Class,Sean Braxton,Corporate,Houston,Texas,Central,Technology,Machines,3059.982,3,1019.994,2
264,2014-09-19,2014-09-21,Second Class,Sean Braxton,Corporate,Houston,Texas,Central,Technology,Machines,2519.958,7,359.994,2
265,2016-06-06,2016-06-13,Standard Class,Roy Collins,Consumer,Chicago,Illinois,Central,Technology,Phones,328.224,4,82.056,7
267,2017-06-16,2017-06-20,Standard Class,Claudia Bergmann,Corporate,Chapel Hill,North Carolina,South,Office Supplies,Art,14.016,3,4.672,4
268,2016-01-22,2016-01-28,Standard Class,Paul Gonzalez,Consumer,Morristown,New Jersey,East,Office Supplies,Fasteners,7.56,6,1.26,6
269,2017-12-09,2017-12-13,Standard Class,Christine Abelman,Corporate,Cincinnati,Ohio,East,Office Supplies,Storage,37.208,1,37.208,4
270,2017-12-09,2017-12-13,Standard Class,Christine Abelman,Corporate,Cincinnati,Ohio,East,Office Supplies,Envelopes,57.576,3,19.192,4
271,2017-12-28,2018-01-02,Second Class,Kristen Hastings,Corporate,San Francisco,California,West,Office Supplies,Storage,725.84,4,181.46,5
272,2015-07-30,2015-07-31,First Class,Helen Andreada,Consumer,San Francisco,California,West,Technology,Accessories,209.93,7,29.99,1
273,2015-07-30,2015-07-31,First Class,Helen Andreada,Consumer,San Francisco,California,West,Furniture,Furnishings,5.28,3,1.76,1
274,2015-07-30,2015-07-31,First Class,Helen Andreada,Consumer,San Francisco,California,West,Office Supplies,Binders,10.92,3,3.64,1
275,2017-09-16,2017-09-17,First Class,Barry Blumstein,Corporate,Inglewood,California,West,Office Supplies,Paper,8.82,2,4.41,1
276,2017-09-16,2017-09-17,First Class,Barry Blumstein,Corporate,Inglewood,California,West,Office Supplies,Art,5.98,1,5.98,1
277,2017-10-13,2017-10-17,Standard Class,Andrew Gjertsen,Corporate,Philadelphia,Pennsylvania,East,Office Supplies,Paper,11.648,2,5.824,4
278,2017-10-13,2017-10-17,Standard Class,Andrew Gjertsen,Corporate,Philadelphia,Pennsylvania,East,Office Supplies,Paper,18.176,4,4.544,4
279,2017-10-13,2017-10-17,Standard Class,Andrew Gjertsen,Corporate,Philadelphia,Pennsylvania,East,Office Supplies,Storage,59.712,6,9.952,4
280,2017-10-13,2017-10-17,Standard Class,Andrew Gjertsen,Corporate,Philadelphia,Pennsylvania,East,Office Supplies,Labels,24.84,3,8.28,4
281,2015-09-26,2015-09-28,Second Class,Steven Cartwright,Consumer,Houston,Texas,Central,Office Supplies,Binders,2.08,5,0.416,2
282,2015-09-26,2015-09-28,Second Class,Steven Cartwright,Consumer,Houston,Texas,Central,Technology,Phones,1114.4,7,159.2,2
283,2015-11-02,2015-11-06,Standard Class,Jas O'Carroll,Consumer,Los Angeles,California,West,Furniture,Tables,1038.84,5,207.768,4
284,2015-09-26,2015-10-02,Standard Class,Tracy Blumstein,Consumer,Portland,Oregon,West,Office Supplies,Paper,141.76,5,28.352,6
285,2015-09-26,2015-10-02,Standard Class,Tracy Blumstein,Consumer,Portland,Oregon,West,Technology,Accessories,239.8,5,47.96,6
286,2015-09-26,2015-10-02,Standard Class,Tracy Blumstein,Consumer,Portland,Oregon,West,Office Supplies,Paper,31.104,6,5.184,6
287,2016-12-18,2016-12-20,Second Class,Alan Haines,Corporate,Tamarac,Florida,South,Office Supplies,Binders,254.058,7,36.294,2
288,2016-12-18,2016-12-20,Second Class,Alan Haines,Corporate,Tamarac,Florida,South,Office Supplies,Appliances,194.528,2,97.264,2
289,2016-12-18,2016-12-20,Second Class,Alan Haines,Corporate,Tamarac,Florida,South,Office Supplies,Supplies,961.48,5,192.296,2
290,2016-11-20,2016-11-24,Second Class,Nick Zandusky,Home Office,Columbus,Ohio,East,Office Supplies,Fasteners,19.096,7,2.728,4
291,2016-11-20,2016-11-24,Second Class,Nick Zandusky,Home Office,Columbus,Ohio,East,Office Supplies,Labels,18.496,8,2.312,4
292,2016-11-20,2016-11-24,Second Class,Nick Zandusky,Home Office,Columbus,Ohio,East,Technology,Accessories,255.984,2,127.992,4
293,2016-11-20,2016-11-24,Second Class,Nick Zandusky,Home Office,Columbus,Ohio,East,Furniture,Bookcases,86.97,3,28.99,4
294,2014-12-26,2014-12-28,First Class,Kelly Lampkin,Corporate,Colorado Springs,Colorado,West,Furniture,Furnishings,300.416,8,37.552,2
295,2014-12-26,2014-12-28,First Class,Kelly Lampkin,Corporate,Colorado Springs,Colorado,West,Furniture,Chairs,230.352,3,76.784,2
296,2014-12-26,2014-12-28,First Class,Kelly Lampkin,Corporate,Colorado Springs,Colorado,West,Furniture,Furnishings,218.352,3,72.784,2
297,2014-12-26,2014-12-28,First Class,Kelly Lampkin,Corporate,Colorado Springs,Colorado,West,Office Supplies,Binders,78.6,5,15.72,2
298,2014-12-26,2014-12-28,First Class,Kelly Lampkin,Corporate,Colorado Springs,Colorado,West,Office Supplies,Fasteners,27.552,3,9.184,2
299,2016-10-28,2016-11-03,Standard Class,Jonathan Doherty,Corporate,Belleville,New Jersey,East,Office Supplies,Paper,32.4,5,6.48,6
300,2016-10-28,2016-11-03,Standard Class,Jonathan Doherty,Corporate,Belleville,New Jersey,East,Office Supplies,Storage,1082.48,8,135.31,6
301,2016-10-28,2016-11-03,Standard Class,Jonathan Doherty,Corporate,Belleville,New Jersey,East,Office Supplies,Paper,56.91,3,18.97,6
302,2016-10-28,2016-11-03,Standard Class,Jonathan Doherty,Corporate,Belleville,New Jersey,East,Furniture,Furnishings,77.6,4,19.4,6
303,2016-10-28,2016-11-03,Standard Class,Jonathan Doherty,Corporate,Belleville,New Jersey,East,Office Supplies,Binders,14.28,1,14.28,6
304,2017-11-19,2017-11-23,Standard Class,Jonathan Howell,Consumer,Chicago,Illinois,Central,Furniture,Tables,219.075,3,73.025,4
305,2015-05-04,2015-05-09,Second Class,Alan Schoenberger,Corporate,New York City,New York,East,Furniture,Furnishings,26.8,2,13.4,5
306,2014-12-30,2015-01-04,Standard Class,Ken Brennan,Corporate,Taylor,Michigan,Central,Office Supplies,Art,9.84,3,3.28,5
307,2014-06-01,2014-06-06,Standard Class,Corey Roper,Home Office,Lakewood,New Jersey,East,Office Supplies,Binders,45.48,3,15.16,5
308,2014-06-01,2014-06-06,Standard Class,Corey Roper,Home Office,Lakewood,New Jersey,East,Office Supplies,Art,289.2,6,48.2,5
309,2017-04-15,2017-04-17,First Class,Shahid Hopkins,Consumer,Arlington,Virginia,South,Office Supplies,Art,4.89,1,4.89,2
310,2016-09-12,2016-09-14,Second Class,Ben Peterman,Corporate,Arvada,Colorado,West,Furniture,Furnishings,15.136,4,3.784,2
311,2016-09-12,2016-09-14,Second Class,Ben Peterman,Corporate,Arvada,Colorado,West,Furniture,Chairs,466.768,2,233.384,2
312,2016-09-12,2016-09-14,Second Class,Ben Peterman,Corporate,Arvada,Colorado,West,Furniture,Furnishings,15.232,1,15.232,2
313,2016-09-12,2016-09-14,Second Class,Ben Peterman,Corporate,Arvada,Colorado,West,Office Supplies,Labels,6.264,3,2.088,2
314,2014-09-27,2014-10-03,Standard Class,Thomas Seio,Corporate,Hackensack,New Jersey,East,Furniture,Furnishings,87.54,3,29.18,6
317,2014-12-28,2014-12-30,First Class,Sung Pak,Corporate,Philadelphia,Pennsylvania,East,Office Supplies,Art,99.136,4,24.784,2
318,2014-11-04,2014-11-09,Standard Class,Nathan Mautz,Home Office,New York City,New York,East,Furniture,Chairs,135.882,1,135.882,5
319,2014-11-04,2014-11-09,Standard Class,Nathan Mautz,Home Office,New York City,New York,East,Technology,Machines,3991.98,2,1995.99,5
320,2014-11-04,2014-11-09,Standard Class,Nathan Mautz,Home Office,New York City,New York,East,Technology,Phones,275.94,6,45.99,5
321,2014-11-04,2014-11-09,Standard Class,Nathan Mautz,Home Office,New York City,New York,East,Technology,Accessories,360,4,90,5
322,2014-11-04,2014-11-09,Standard Class,Nathan Mautz,Home Office,New York City,New York,East,Office Supplies,Storage,43.57,1,43.57,5
323,2014-09-19,2014-09-24,Standard Class,Frank Atkinson,Corporate,Long Beach,California,West,Office Supplies,Fasteners,7.16,2,3.58,5
324,2016-04-23,2016-04-27,Standard Class,Grace Kelly,Corporate,Hesperia,California,West,Office Supplies,Binders,251.52,6,41.92,4
325,2016-04-23,2016-04-27,Standard Class,Grace Kelly,Corporate,Hesperia,California,West,Technology,Accessories,99.99,1,99.99,4
326,2017-11-03,2017-11-05,Second Class,Don Jones,Corporate,Murfreesboro,Tennessee,South,Furniture,Furnishings,15.992,1,15.992,2
327,2016-08-30,2016-09-01,First Class,Patrick O'Brill,Consumer,Philadelphia,Pennsylvania,East,Technology,Phones,290.898,3,96.966,2
328,2016-08-30,2016-09-01,First Class,Patrick O'Brill,Consumer,Philadelphia,Pennsylvania,East,Office Supplies,Storage,54.224,2,27.112,2
329,2016-08-30,2016-09-01,First Class,Patrick O'Brill,Consumer,Philadelphia,Pennsylvania,East,Furniture,Chairs,786.744,4,196.686,2
330,2016-08-30,2016-09-01,First Class,Patrick O'Brill,Consumer,Philadelphia,Pennsylvania,East,Office Supplies,Labels,100.24,10,10.024,2
331,2016-08-30,2016-09-01,First Class,Patrick O'Brill,Consumer,Philadelphia,Pennsylvania,East,Office Supplies,Binders,37.764,6,6.294,2
332,2016-04-25,2016-04-29,Second Class,John Lucas,Consumer,Philadelphia,Pennsylvania,East,Technology,Phones,82.8,2,41.4,4
333,2016-04-25,2016-04-29,Second Class,John Lucas,Consumer,Philadelphia,Pennsylvania,East,Office Supplies,Binders,20.724,2,10.362,4
334,2016-04-25,2016-04-29,Second Class,John Lucas,Consumer,Philadelphia,Pennsylvania,East,Office Supplies,Binders,4.896,3,1.632,4
335,2015-09-01,2015-09-04,Second Class,Doug Bickford,Consumer,Los Angeles,California,West,Office Supplies,Binders,4.752,1,4.752,3
336,2015-09-01,2015-09-04,Second Class,Doug Bickford,Consumer,Los Angeles,California,West,Technology,Copiers,959.984,2,479.992,3
337,2015-09-01,2015-09-04,Second Class,Doug Bickford,Consumer,Los Angeles,California,West,Office Supplies,Binders,14.368,4,3.592,3
338,2014-07-12,2014-07-17,Standard Class,Alyssa Crouse,Corporate,San Francisco,California,West,Office Supplies,Binders,7.712,2,3.856,5
339,2014-07-12,2014-07-17,Standard Class,Alyssa Crouse,Corporate,San Francisco,California,West,Furniture,Tables,698.352,3,232.784,5
340,2015-06-22,2015-06-26,Second Class,Ken Lonsdale,Consumer,Layton,Utah,West,Office Supplies,Fasteners,4.96,4,1.24,4
341,2014-04-13,2014-04-17,Second Class,Jonathan Doherty,Corporate,Philadelphia,Pennsylvania,East,Office Supplies,Art,17.856,4,4.464,4
342,2014-04-13,2014-04-17,Second Class,Jonathan Doherty,Corporate,Philadelphia,Pennsylvania,East,Office Supplies,Binders,509.97,10,50.997,4
343,2014-04-13,2014-04-17,Second Class,Jonathan Doherty,Corporate,Philadelphia,Pennsylvania,East,Office Supplies,Fasteners,30.992,13,2.384,4
344,2014-04-13,2014-04-17,Second Class,Jonathan Doherty,Corporate,Philadelphia,Pennsylvania,East,Technology,Phones,71.928,12,5.994,4
345,2015-12-20,2015-12-24,Standard Class,Chad Sievert,Consumer,Austin,Texas,Central,Office Supplies,Storage,88.8,4,22.2,4
346,2017-06-15,2017-06-19,Standard Class,Clay Cheatham,Consumer,San Francisco,California,West,Technology,Phones,47.976,3,15.992,4
347,2017-07-08,2017-07-12,Standard Class,Tamara Dahlen,Consumer,Lowell,Massachusetts,East,Office Supplies,Art,7.56,3,2.52,4
348,2017-07-08,2017-07-12,Standard Class,Tamara Dahlen,Consumer,Lowell,Massachusetts,East,Office Supplies,Paper,24.56,2,12.28,4
349,2017-07-08,2017-07-12,Standard Class,Tamara Dahlen,Consumer,Lowell,Massachusetts,East,Office Supplies,Art,12.96,2,6.48,4
350,2016-09-01,2016-09-03,First Class,Adam Bellavance,Home Office,New York City,New York,East,Technology,Accessories,6.79,1,6.79,2
351,2016-09-01,2016-09-03,First Class,Adam Bellavance,Home Office,New York City,New York,East,Office Supplies,Paper,24.56,2,12.28,2
352,2016-09-01,2016-09-03,First Class,Adam Bellavance,Home Office,New York City,New York,East,Office Supplies,Binders,3.048,1,3.048,2
353,2016-09-01,2016-09-03,First Class,Adam Bellavance,Home Office,New York City,New York,East,Office Supplies,Paper,49.12,4,12.28,2
354,2016-09-01,2016-09-03,First Class,Adam Bellavance,Home Office,New York City,New York,East,Office Supplies,Binders,4355.168,4,1088.792,2
355,2016-04-08,2016-04-13,Standard Class,Jeremy Lonsdale,Consumer,New York City,New York,East,Furniture,Bookcases,388.704,6,64.784,5
356,2016-04-08,2016-04-13,Standard Class,Jeremy Lonsdale,Consumer,New York City,New York,East,Office Supplies,Envelopes,8.26,2,4.13,5
357,2016-04-08,2016-04-13,Standard Class,Jeremy Lonsdale,Consumer,New York City,New York,East,Office Supplies,Art,17.04,4,4.26,5
358,2016-04-08,2016-04-13,Standard Class,Jeremy Lonsdale,Consumer,New York City,New York,East,Office Supplies,Paper,34.4,5,6.88,5
359,2016-04-23,2016-04-28,Standard Class,Heather Kirkland,Corporate,Charlotte,North Carolina,South,Office Supplies,Paper,36.24,5,7.248,5
360,2017-03-08,2017-03-11,First Class,Victoria Brennan,Corporate,Columbus,Georgia,South,Office Supplies,Appliances,647.84,8,80.98,3
361,2017-03-08,2017-03-11,First Class,Victoria Brennan,Corporate,Columbus,Georgia,South,Office Supplies,Labels,20.7,2,10.35,3
362,2017-09-25,2017-10-01,Standard Class,Katrina Willman,Consumer,New York City,New York,East,Office Supplies,Labels,20.7,2,10.35,6
363,2017-09-25,2017-10-01,Standard Class,Katrina Willman,Consumer,New York City,New York,East,Furniture,Chairs,488.646,3,162.882,6
364,2017-09-25,2017-10-01,Standard Class,Katrina Willman,Consumer,New York City,New York,East,Office Supplies,Art,5.56,2,2.78,6
365,2017-09-25,2017-10-01,Standard Class,Katrina Willman,Consumer,New York City,New York,East,Furniture,Furnishings,47.12,8,5.89,6
366,2014-09-24,2014-09-29,Standard Class,Julia Dunbar,Consumer,San Francisco,California,West,Office Supplies,Storage,211.96,4,52.99,5
371,2017-05-29,2017-06-04,Standard Class,Guy Thornton,Consumer,Harlingen,Texas,Central,Office Supplies,Paper,25.92,5,5.184,6
372,2017-05-29,2017-06-04,Standard Class,Guy Thornton,Consumer,Harlingen,Texas,Central,Office Supplies,Storage,53.424,3,17.808,6
373,2014-07-23,2014-07-27,Standard Class,Arthur Gainer,Consumer,Tucson,Arizona,West,Office Supplies,Binders,8.16,5,1.632,4
374,2014-07-23,2014-07-27,Standard Class,Arthur Gainer,Consumer,Tucson,Arizona,West,Technology,Accessories,1023.936,8,127.992,4
375,2014-07-23,2014-07-27,Standard Class,Arthur Gainer,Consumer,Tucson,Arizona,West,Office Supplies,Art,9.24,1,9.24,4
376,2014-07-23,2014-07-27,Standard Class,Arthur Gainer,Consumer,Tucson,Arizona,West,Technology,Accessories,479.04,10,47.904,4
377,2016-09-28,2016-10-01,First Class,Muhammed MacIntyre,Corporate,Quincy,Illinois,Central,Office Supplies,Paper,99.136,4,24.784,3
378,2017-08-27,2017-09-01,Standard Class,Allen Rosenblatt,Corporate,Franklin,Massachusetts,East,Furniture,Tables,1488.424,7,212.632,5
379,2015-04-28,2015-05-05,Standard Class,Russell Applegate,Consumer,Houston,Texas,Central,Office Supplies,Appliances,8.652,3,2.884,7
380,2015-04-28,2015-05-05,Standard Class,Russell Applegate,Consumer,Houston,Texas,Central,Office Supplies,Storage,23.832,3,7.944,7
381,2015-04-28,2015-05-05,Standard Class,Russell Applegate,Consumer,Houston,Texas,Central,Office Supplies,Binders,12.176,4,3.044,7
382,2016-10-28,2016-10-29,First Class,Alejandro Savely,Corporate,San Francisco,California,West,Office Supplies,Paper,50.96,7,7.28,1
383,2016-10-28,2016-10-29,First Class,Alejandro Savely,Corporate,San Francisco,California,West,Office Supplies,Binders,49.536,3,16.512,1
384,2015-06-26,2015-06-29,Second Class,Laura Armstrong,Corporate,Taylor,Michigan,Central,Technology,Accessories,41.9,2,20.95,3
385,2015-11-27,2015-12-02,Standard Class,Denny Ordway,Consumer,Pembroke Pines,Florida,South,Furniture,Tables,375.4575,3,125.1525,5
386,2015-11-27,2015-12-02,Standard Class,Denny Ordway,Consumer,Pembroke Pines,Florida,South,Technology,Accessories,83.976,3,27.992,5
387,2015-12-03,2015-12-07,Standard Class,Dean Katz,Corporate,Philadelphia,Pennsylvania,East,Technology,Machines,482.34,4,120.585,4
388,2015-12-03,2015-12-07,Standard Class,Dean Katz,Corporate,Philadelphia,Pennsylvania,East,Furniture,Furnishings,2.96,1,2.96,4
389,2014-11-24,2014-11-26,First Class,Nathan Gelder,Consumer,Cincinnati,Ohio,East,Office Supplies,Art,2.624,1,2.624,2
390,2017-12-11,2017-12-15,Standard Class,Mike Vittorini,Consumer,New York City,New York,East,Office Supplies,Binders,23.36,4,5.84,4
391,2017-12-11,2017-12-15,Standard Class,Mike Vittorini,Consumer,New York City,New York,East,Technology,Accessories,39.98,2,19.99,4
392,2014-09-21,2014-09-23,Second Class,Jack Garza,Consumer,Des Moines,Washington,West,Technology,Phones,246.384,2,123.192,2
393,2014-09-21,2014-09-23,Second Class,Jack Garza,Consumer,Des Moines,Washington,West,Technology,Copiers,1799.97,3,599.99,2
394,2014-06-07,2014-06-10,Second Class,Bart Pistole,Corporate,Peoria,Illinois,Central,Office Supplies,Binders,12.462,3,4.154,3
395,2017-06-30,2017-07-05,Standard Class,Victor Preis,Home Office,Las Vegas,Nevada,West,Office Supplies,Binders,75.792,3,25.264,5
398,2015-10-31,2015-11-04,Standard Class,Harold Pawlan,Home Office,Jackson,Michigan,Central,Office Supplies,Supplies,70.12,4,17.53,4
399,2016-09-08,2016-09-10,Second Class,Anna Gayman,Consumer,Houston,Texas,Central,Office Supplies,Storage,35.952,3,11.984,2
400,2016-09-08,2016-09-10,Second Class,Anna Gayman,Consumer,Houston,Texas,Central,Furniture,Bookcases,2396.2656,4,599.0664,2
401,2016-09-08,2016-09-10,Second Class,Anna Gayman,Consumer,Houston,Texas,Central,Office Supplies,Storage,131.136,4,32.784,2
402,2016-09-08,2016-09-10,Second Class,Anna Gayman,Consumer,Houston,Texas,Central,Technology,Accessories,57.584,2,28.792,2
403,2014-12-24,2014-12-26,First Class,Luke Foster,Consumer,Miami,Florida,South,Office Supplies,Paper,9.568,2,4.784,2
404,2014-04-16,2014-04-20,Standard Class,Stephanie Phelps,Corporate,Wilmington,North Carolina,South,Office Supplies,Art,39.072,6,6.512,4
405,2017-12-24,2017-12-29,Standard Class,Roy Französisch,Consumer,New York City,New York,East,Office Supplies,Appliances,35.91,3,11.97,5
406,2017-12-08,2017-12-12,Standard Class,Keith Herrera,Consumer,San Francisco,California,West,Technology,Accessories,179.95,5,35.99,4
407,2017-12-08,2017-12-12,Standard Class,Keith Herrera,Consumer,San Francisco,California,West,Technology,Copiers,1199.976,3,399.992,4
408,2017-12-08,2017-12-12,Standard Class,Keith Herrera,Consumer,San Francisco,California,West,Office Supplies,Paper,27.15,5,5.43,4
409,2017-12-08,2017-12-12,Standard Class,Keith Herrera,Consumer,San Francisco,California,West,Furniture,Tables,1004.024,7,143.432,4
410,2017-12-08,2017-12-12,Standard Class,Keith Herrera,Consumer,San Francisco,California,West,Office Supplies,Paper,9.68,1,9.68,4
411,2017-12-08,2017-12-12,Standard Class,Keith Herrera,Consumer,San Francisco,California,West,Office Supplies,Labels,28.35,9,3.15,4
412,2017-12-08,2017-12-12,Standard Class,Keith Herrera,Consumer,San Francisco,California,West,Office Supplies,Paper,55.98,1,55.98,4
413,2017-12-08,2017-12-12,Standard Class,Keith Herrera,Consumer,San Francisco,California,West,Furniture,Bookcases,1336.829,13,102.833,4
414,2017-12-08,2017-12-12,Standard Class,Keith Herrera,Consumer,San Francisco,California,West,Furniture,Chairs,113.568,2,56.784,4
415,2017-11-03,2017-11-07,Standard Class,Kimberly Carter,Corporate,Seattle,Washington,West,Office Supplies,Paper,139.86,7,19.98,4
416,2017-11-03,2017-11-07,Standard Class,Kimberly Carter,Corporate,Seattle,Washington,West,Furniture,Chairs,307.136,4,76.784,4
417,2017-06-24,2017-06-28,Standard Class,Caroline Jumper,Consumer,Huntington Beach,California,West,Office Supplies,Art,95.92,8,11.99,4
418,2016-04-14,2016-04-18,Standard Class,Philip Brown,Consumer,Los Angeles,California,West,Furniture,Chairs,383.8,5,76.76,4
419,2017-11-06,2017-11-10,Standard Class,Victoria Brennan,Corporate,Richmond,Kentucky,South,Office Supplies,Paper,5.78,1,5.78,4
420,2017-03-04,2017-03-09,Standard Class,Sung Pak,Corporate,Los Angeles,California,West,Office Supplies,Art,9.32,4,2.33,5
421,2017-03-04,2017-03-09,Standard Class,Sung Pak,Corporate,Los Angeles,California,West,Office Supplies,Envelopes,15.25,1,15.25,5
